route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
OCE1650128,1271,OCESN451467R0100134909,"451467",1,,
OCE1650128,4143,OCESN864475F0100146168,"864475",1,,
OCE1650128,5211,OCESN864481F0100146175,"864481",1,,
OCE1650128,8879,OCESN864479F0100146174,"864479",1,,
OCE1650128,8937,OCESN864469F0100146163,"864469",1,,
OCE1650128,6694,OCESN864473F0100146165,"864473",1,,
OCE1650128,1654,OCESN864477F0400446170,"864477",1,,
OCE1650128,1396,OCESN864477F0100146171,"864477",1,,
OCE1650128,380,OCESN864465F0100146157,"864465",1,,
OCE1650128,8936,OCESN864469F0900946162,"864469",1,,
OCE1650128,7908,OCESN864468F0100146161,"864468",0,,
OCE1650128,1178,OCESN864476F0100146169,"864476",0,,
OCE1650128,8937,OCESN864466F0400446159,"864466",0,,
OCE1650128,8936,OCESN864466F1601646158,"864466",0,,
OCE1650128,1271,OCESN451462R0100134908,"451462",0,,
OCE1650128,380,OCESN864462F0100146155,"864462",0,,
OCE1650128,1178,OCESN864472F0100146164,"864472",0,,
OCE1650128,380,OCESN864464F0100146156,"864464",0,,
OCE1650128,972,OCESN864478F0100146172,"864478",0,,
OCE1650128,1396,OCESN864474F0100146167,"864474",0,,
OCE1650128,573,OCESN864478F0200246173,"864478",0,,
OCE1650128,5211,OCESN864474F0200246166,"864474",0,,
OCE532920,534,OCESN038867R0200219958,"38867",1,,
OCE532920,534,OCESN038861R0200219955,"38861",1,,
OCE532920,3641,OCESN038865R0200219957,"38865",1,,
OCE532920,534,OCESN038863R0200219956,"38863",1,,
OCE532920,2373,OCESN038873R0200219960,"38873",1,,
OCE532920,624,OCESN038881R0200219962,"38881",1,,
OCE532920,3641,OCESN038859R0200219954,"38859",1,,
OCE532920,534,OCESN038858R0200219953,"38858",0,,
OCE532920,2373,OCESN038874R0200219961,"38874",0,,
OCE532920,534,OCESN038852R0200219952,"38852",0,,
OCE532920,540,OCESN038872R0200219959,"38872",0,,
OCE532920,1971,OCESN038886R0200219964,"38886",0,,
OCE532920,2373,OCESN038882R0200219963,"38882",0,,
OCE156699,513,OCESN049647R0300320292,"49647",1,,
OCE156699,513,OCESN049645R0300320290,"49645",1,,
OCE156699,513,OCESN049655R0300320299,"49655",1,,
OCE156699,513,OCESN039513R0300319965,"39513",1,,
OCE156699,1306,OCESN039819R0400420115,"39819",1,,
OCE156699,514,OCESN049649R0300320294,"49649",1,,
OCE156699,514,OCESN049651R0300320295,"49651",1,,
OCE156699,540,OCESN049643R0300320289,"49643",1,,
OCE156699,513,OCESN049641R0300320288,"49641",1,,
OCE156699,540,OCESN049653R0300320297,"49653",1,,
OCE156699,514,OCESN049660R0300320302,"49660",0,,
OCE156699,513,OCESN049670R0300320303,"49670",0,,
OCE156699,514,OCESN049652R0300320296,"49652",0,,
OCE156699,514,OCESN049654R0300320298,"49654",0,,
OCE156699,514,OCESN049648R0300320293,"49648",0,,
OCE156699,540,OCESN049646R0300320291,"49646",0,,
OCE156699,540,OCESN049658R0300320301,"49658",0,,
OCE156699,513,OCESN049656R0300320300,"49656",0,,
OCE156699,513,OCESN049674R0300320304,"49674",0,,
OCE156699,513,OCESN049640R0300320287,"49640",0,,
OCE156687,855,OCESN039523R0200219970,"39523",1,,
OCE156687,513,OCESN039521R0200219968,"39521",1,,
OCE156687,855,OCESN039524R0100119971,"39524",0,,
OCE156687,1393,OCESN039818R0200220114,"39818",0,,
OCE156687,891,OCESN039522R0100119969,"39522",0,,
OCE156687,513,OCESN039518R0200219966,"39518",0,,
OCE156687,504,OCESN039520R0100119967,"39520",0,,
OCE1618110,540,OCESN039527R0300319974,"39527",1,,
OCE1618110,2269,OCESN039525R0400419972,"39525",1,,
OCE1618110,1306,OCESN049873R0300320418,"49873",1,,
OCE1618110,514,OCESN049879R0400420424,"49879",1,,
OCE1618110,212,OCESN039525R0500519973,"39525",1,,
OCE1618110,513,OCESN049875R0300320420,"49875",1,,
OCE1618110,2121,OCESN049877R0200220422,"49877",1,,
OCE1618110,513,OCESN049876R0300320421,"49876",0,,
OCE1618110,513,OCESN049825R0300320381,"49825",0,,
OCE1618110,513,OCESN049870R0200220416,"49870",0,,
OCE1618110,514,OCESN049878R0400420423,"49878",0,,
OCE1618110,513,OCESN049872R0300320417,"49872",0,,
OCE1618110,513,OCESN049874R0300320419,"49874",0,,
OCE252843,513,OCESN039541R0200219984,"39541",1,,
OCE252843,514,OCESN039537R0200219981,"39537",1,,
OCE252843,514,OCESN039539R0200219983,"39539",1,,
OCE252843,855,OCESN039871R0200220118,"39871",1,,
OCE252843,514,OCESN039531R0200219976,"39531",1,,
OCE252843,513,OCESN039536R0200219980,"39536",0,,
OCE252843,514,OCESN039530R0200219975,"39530",0,,
OCE252843,514,OCESN039532R0200219977,"39532",0,,
OCE252843,514,OCESN039534R0200219978,"39534",0,,
OCE252844,513,OCESN039543R0300319986,"39543",1,,
OCE252844,513,OCESN039535R0300319979,"39535",1,,
OCE252844,513,OCESN039538R0300319982,"39538",0,,
OCE252844,513,OCESN039542R0300319985,"39542",0,,
OCE160697,1731,OCESN039807R0200220112,"39807",1,,
OCE160697,891,OCESN039549R0200219987,"39549",1,,
OCE160697,1974,OCESN039553R0200219991,"39553",1,,
OCE160697,514,OCESN039551R0300319989,"39551",1,,
OCE160697,514,OCESN039552R0200219990,"39552",0,,
OCE160697,891,OCESN039554R0200219992,"39554",0,,
OCE160697,513,OCESN049808R0200220375,"49808",0,,
OCE160697,513,OCESN039550R0200219988,"39550",0,,
OCE232739,3245,OCESN039611R0200220000,"39611",1,,
OCE232739,5259,OCESN039609R0200219998,"39609",1,,
OCE232739,1921,OCESN039619R0200220008,"39619",1,,
OCE232739,1921,OCESN039617R0200220006,"39617",1,,
OCE232739,513,OCESN039673R0200220036,"39673",1,,
OCE232739,513,OCESN039675R0200220037,"39675",1,,
OCE232739,513,OCESN039677R0200220039,"39677",1,,
OCE232739,1921,OCESN039613R0200220002,"39613",1,,
OCE232739,1921,OCESN039615R0200220004,"39615",1,,
OCE232739,513,OCESN039663R0200220026,"39663",1,,
OCE232739,1470,OCESN039621R0200220009,"39621",1,,
OCE232739,513,OCESN039678R0200220040,"39678",0,,
OCE232739,513,OCESN039676R0200220038,"39676",0,,
OCE232739,513,OCESN039680R0200220041,"39680",0,,
OCE232739,1921,OCESN039616R0200220005,"39616",0,,
OCE232739,1921,OCESN039618R0200220007,"39618",0,,
OCE232739,1921,OCESN039614R0200220003,"39614",0,,
OCE232739,1921,OCESN039612R0200220001,"39612",0,,
OCE232739,1926,OCESN039610R0200219999,"39610",0,,
OCE232739,5259,OCESN039608R0200219997,"39608",0,,
OCE232739,513,OCESN039658R0200220021,"39658",0,,
OCE232739,513,OCESN039672R0200220035,"39672",0,,
OCE156701,514,OCESN039641R0200220011,"39641",1,,
OCE156701,514,OCESN039640R0200220010,"39640",0,,
OCE1618111,513,OCESN039655R0200220017,"39655",1,,
OCE1618111,514,OCESN039671R0200220034,"39671",1,,
OCE1618111,514,OCESN039659R0300320022,"39659",1,,
OCE1618111,855,OCESN039657R0200220019,"39657",1,,
OCE1618111,540,OCESN039657R0300320020,"39657",1,,
OCE1618111,513,OCESN039667R0200220030,"39667",1,,
OCE1618111,855,OCESN039689R0200220045,"39689",1,,
OCE1618111,513,OCESN039651R0200220013,"39651",1,,
OCE1618111,514,OCESN039665R0200220028,"39665",1,,
OCE1618111,514,OCESN039661R0200220024,"39661",1,,
OCE1618111,513,OCESN039653R0200220015,"39653",1,,
OCE1618111,540,OCESN039669R0200220032,"39669",1,,
OCE1618111,513,OCESN039650R0200220012,"39650",0,,
OCE1618111,514,OCESN039662R0200220025,"39662",0,,
OCE1618111,513,OCESN039660R0200220023,"39660",0,,
OCE1618111,513,OCESN039666R0200220029,"39666",0,,
OCE1618111,514,OCESN039654R0200220016,"39654",0,,
OCE1618111,513,OCESN039664R0200220027,"39664",0,,
OCE1618111,1623,OCESN039656R0200220018,"39656",0,,
OCE1618111,540,OCESN039668R0200220031,"39668",0,,
OCE1618111,514,OCESN039652R0200220014,"39652",0,,
OCE1618111,855,OCESN039670R0200220033,"39670",0,,
OCE156704,891,OCESN049585R0200220240,"49585",1,,
OCE156704,855,OCESN049587R0200220241,"49587",1,,
OCE156704,513,OCESN049591R0200220244,"49591",1,,
OCE156704,513,OCESN049597R0300320250,"49597",1,,
OCE156704,514,OCESN049593R0300320246,"49593",1,,
OCE156704,855,OCESN039683R0200220044,"39683",1,,
OCE156704,1731,OCESN039681R0200220042,"39681",1,,
OCE156704,514,OCESN049595R0300320248,"49595",1,,
OCE156704,513,OCESN049581R0200220236,"49581",1,,
OCE156704,891,OCESN049583R0200220238,"49583",1,,
OCE156704,513,OCESN049599R0200220252,"49599",1,,
OCE156704,513,OCESN049598R0200220251,"49598",0,,
OCE156704,513,OCESN049596R0200220249,"49596",0,,
OCE156704,513,OCESN049582R0200220237,"49582",0,,
OCE156704,514,OCESN049594R0200220247,"49594",0,,
OCE156704,1731,OCESN039682R0200220043,"39682",0,,
OCE156704,513,OCESN049588R0200220242,"49588",0,,
OCE156704,514,OCESN049590R0200220243,"49590",0,,
OCE156704,891,OCESN049584R0200220239,"49584",0,,
OCE156704,513,OCESN049592R0200220245,"49592",0,,
OCE941884,513,OCESN039691R0200220047,"39691",1,,
OCE941884,891,OCESN039695R0200220052,"39695",1,,
OCE941884,1207,OCESN039697R0200220053,"39697",1,,
OCE941884,3196,OCESN039693R0300320049,"39693",1,,
OCE941884,513,OCESN039692R0200220048,"39692",0,,
OCE941884,891,OCESN039690R0200220046,"39690",0,,
OCE941884,1207,OCESN039694R0300320050,"39694",0,,
OCE941884,3196,OCESN039694R0200220051,"39694",0,,
OCE140639,1924,OCESN039767R0200220093,"39767",1,,
OCE140639,959,OCESN039785R0200220102,"39785",1,,
OCE140639,959,OCESN039849R0200220116,"39849",1,,
OCE140639,1924,OCESN039730R0300320067,"39730",0,,
OCE140639,959,OCESN039710R0200220054,"39710",0,,
OCE260844,959,OCESN039725R0200220063,"39725",1,,
OCE260844,1924,OCESN039717R0200220059,"39717",1,,
OCE260844,959,OCESN039714R0200220056,"39714",0,,
OCE260844,1924,OCESN039712R0200220055,"39712",0,,
OCE140640,959,OCESN039851R0200220117,"39851",1,,
OCE140640,959,OCESN039719R0200220060,"39719",1,,
OCE140640,959,OCESN039715R0200220057,"39715",1,,
OCE140640,1924,OCESN039757R0200220084,"39757",1,,
OCE140640,1924,OCESN039736R0200220071,"39736",0,,
OCE140640,959,OCESN039764R0200220090,"39764",0,,
OCE140642,959,OCESN039787R0200220104,"39787",1,,
OCE140642,959,OCESN039716R0200220058,"39716",0,,
OCE140641,1924,OCESN039763R0200220089,"39763",1,,
OCE140641,8964,OCESN039723R0200220062,"39723",1,,
OCE140641,959,OCESN039721R0200220061,"39721",1,,
OCE140641,1924,OCESN039738R0200220073,"39738",0,,
OCE140641,8964,OCESN039790R0200220106,"39790",0,,
OCE140641,959,OCESN039788R0200220105,"39788",0,,
OCE140638,959,OCESN039799R0200220111,"39799",1,,
OCE140638,1924,OCESN039765R0300320091,"39765",1,,
OCE140638,959,OCESN039762R0200220088,"39762",0,,
OCE140638,1924,OCESN039726R0200220064,"39726",0,,
OCE496863,959,OCESN039761R0200220087,"39761",1,,
OCE496863,1924,OCESN039769R0200220094,"39769",1,,
OCE496863,959,OCESN039731R0200220068,"39731",1,,
OCE496863,1924,OCESN039779R0200220098,"39779",1,,
OCE496863,959,OCESN039729R0200220066,"39729",1,,
OCE496863,959,OCESN039727R0200220065,"39727",1,,
OCE496863,1924,OCESN039742R0200220075,"39742",0,,
OCE496863,959,OCESN039782R0200220100,"39782",0,,
OCE496863,959,OCESN039784R0200220101,"39784",0,,
OCE496863,1924,OCESN039748R0200220079,"39748",0,,
OCE496863,959,OCESN039786R0200220103,"39786",0,,
OCE140643,959,OCESN039733R0300320069,"39733",1,,
OCE140643,959,OCESN039780R0300320099,"39780",0,,
OCE140644,959,OCESN039739R0200220074,"39739",1,,
OCE140644,1924,OCESN039777R0300320097,"39777",1,,
OCE140644,959,OCESN039735R0300320070,"39735",1,,
OCE140644,959,OCESN039737R0300320072,"39737",1,,
OCE140644,959,OCESN039776R0300320096,"39776",0,,
OCE140644,959,OCESN039766R0200220092,"39766",0,,
OCE140644,1924,OCESN039744R0300320077,"39744",0,,
OCE140644,959,OCESN039770R0300320095,"39770",0,,
OCE140645,959,OCESN039745R0200220078,"39745",1,,
OCE140645,959,OCESN039743R0300320076,"39743",1,,
OCE140645,959,OCESN039758R0300320085,"39758",0,,
OCE140645,959,OCESN039754R0300320082,"39754",0,,
OCE140645,959,OCESN039760R0300320086,"39760",0,,
OCE140647,959,OCESN039749R0300320080,"39749",1,,
OCE140647,959,OCESN039796R0300320109,"39796",0,,
OCE140646,959,OCESN039755R0100120083,"39755",1,,
OCE140646,1924,OCESN039753R0200220081,"39753",1,,
OCE140646,1924,OCESN039792R0200220107,"39792",0,,
OCE140646,1924,OCESN039798R0200220110,"39798",0,,
OCE140646,959,OCESN039794R0200220108,"39794",0,,
OCE160693,540,OCESN049833R0200220388,"49833",1,,
OCE160693,540,OCESN049823R0200220379,"49823",1,,
OCE160693,514,OCESN049839R0200220392,"49839",1,,
OCE160693,513,OCESN049829R0300320385,"49829",1,,
OCE160693,540,OCESN049843R0300320395,"49843",1,,
OCE160693,513,OCESN049835R0300320389,"49835",1,,
OCE160693,513,OCESN049821R0300320377,"49821",1,,
OCE160693,1974,OCESN049699R0300320324,"49699",1,,
OCE160693,967,OCESN039815R0200220113,"39815",1,,
OCE160693,513,OCESN049827R0200220383,"49827",1,,
OCE160693,1393,OCESN049819R0200220376,"49819",1,,
OCE160693,513,OCESN049838R0400420391,"49838",0,,
OCE160693,513,OCESN049822R0300320378,"49822",0,,
OCE160693,855,OCESN049826R0300320382,"49826",0,,
OCE160693,1974,OCESN049840R0300320393,"49840",0,,
OCE160693,513,OCESN049830R0300320386,"49830",0,,
OCE160693,513,OCESN049828R0300320384,"49828",0,,
OCE160693,513,OCESN049824R0200220380,"49824",0,,
OCE160693,540,OCESN049832R0200220387,"49832",0,,
OCE160693,514,OCESN049836R0200220390,"49836",0,,
OCE232738,513,OCESN039991R0200220122,"39991",1,,
OCE1782119,449,OCESN040011R0500520123,"40011",1,,
OCE1782119,452,OCESN040029R0500520145,"40029",1,,
OCE1782119,449,OCESN040021R0500520137,"40021",1,,
OCE1782119,452,OCESN040027R0500520143,"40027",1,,
OCE1782119,449,OCESN040025R0500520141,"40025",1,,
OCE1782119,449,OCESN040023R0500520139,"40023",1,,
OCE1782119,509,OCESN040019R1001020134,"40019",1,,
OCE1782119,10964,OCESN040017R0900920130,"40017",1,,
OCE1782119,830,OCESN040015R0500520127,"40015",1,,
OCE1782119,830,OCESN040013R0500520125,"40013",1,,
OCE1782119,509,OCESN040017R1001020129,"40017",1,,
OCE1782119,7263,OCESN040019R0900920133,"40019",1,,
OCE1782119,449,OCESN040028R0500520144,"40028",0,,
OCE1782119,452,OCESN040030R0500520146,"40030",0,,
OCE1782119,452,OCESN040032R0500520147,"40032",0,,
OCE1782119,452,OCESN040034R0500520148,"40034",0,,
OCE1782119,449,OCESN040026R0500520142,"40026",0,,
OCE1782119,449,OCESN040024R0500520140,"40024",0,,
OCE1782119,449,OCESN040014R0500520126,"40014",0,,
OCE1782119,449,OCESN040022R0500520138,"40022",0,,
OCE1782119,10964,OCESN040018R0900920131,"40018",0,,
OCE1782119,7263,OCESN040020R0900920136,"40020",0,,
OCE1782119,449,OCESN040016R0500520128,"40016",0,,
OCE1782119,509,OCESN040020R1001020135,"40020",0,,
OCE1782119,509,OCESN040018R1001020132,"40018",0,,
OCE1782119,449,OCESN040012R0500520124,"40012",0,,
OCE1097905,380,OCESN042101R0200220152,"42101",1,,
OCE1097905,380,OCESN042107R0300320158,"42107",1,,
OCE1097905,380,OCESN042103R0200220154,"42103",1,,
OCE1097905,380,OCESN042105R0200220156,"42105",1,,
OCE1097905,380,OCESN042110R0200220160,"42110",0,,
OCE1097905,380,OCESN042106R0200220157,"42106",0,,
OCE1097905,380,OCESN042102R0200220153,"42102",0,,
OCE1097905,380,OCESN042104R0200220155,"42104",0,,
OCE1097905,380,OCESN042100R0200220151,"42100",0,,
OCE1097905,380,OCESN042108R0200220159,"42108",0,,
OCESN-87718304-87718320,513,OCESN043503R0200220163,"43503",1,,
OCESN-87718304-87718320,513,OCESN043507R0200220166,"43507",1,,
OCESN-87718304-87718320,513,OCESN043505R0200220165,"43505",1,,
OCESN-87718304-87718320,513,OCESN043504R0200220164,"43504",0,,
OCESN-87718304-87718320,513,OCESN043500R0200220161,"43500",0,,
OCESN-87718304-87718320,513,OCESN043502R0200220162,"43502",0,,
OCESN-87713347-87713339,513,OCESN043509R0200220168,"43509",1,,
OCESN-87713347-87713339,513,OCESN043511R0200220170,"43511",1,,
OCESN-87713347-87713339,513,OCESN043510R0200220169,"43510",0,,
OCESN-87713347-87713339,513,OCESN043508R0200220167,"43508",0,,
OCESN-87713040-87712182,513,OCESN043517R0200220173,"43517",1,,
OCESN-87713040-87712182,513,OCESN043515R0200220171,"43515",1,,
OCESN-87713040-87712182,513,OCESN043518R0200220174,"43518",0,,
OCESN-87713040-87712182,513,OCESN043516R0200220172,"43516",0,,
OCE1794152,514,OCESN049907R0100120425,"49907",1,,
OCE1794152,4406,OCESN049516R0100120201,"49516",0,,
OCE1794152,2020,OCESN049500R0100120185,"49500",0,,
OCE1794152,1850,OCESN049502R0100120187,"49502",0,,
OCE1598106,1850,OCESN049507R0100120192,"49507",1,,
OCE1598106,2999,OCESN049513R0100120198,"49513",1,,
OCE1598106,1974,OCESN049511R0100120196,"49511",1,,
OCE1598106,2026,OCESN049519R0100120203,"49519",1,,
OCE1598106,1850,OCESN049517R0100120202,"49517",1,,
OCE1598106,1919,OCESN049509R0100120194,"49509",1,,
OCE1598106,1850,OCESN049501R0100120186,"49501",1,,
OCE1598106,1277,OCESN049503R0100120188,"49503",1,,
OCE1598106,2026,OCESN049515R0100120200,"49515",1,,
OCE1598106,1850,OCESN049505R0100120190,"49505",1,,
OCE1598106,1850,OCESN049514R0100120199,"49514",0,,
OCE1598106,1850,OCESN049504R0100120189,"49504",0,,
OCE1598106,1850,OCESN049512R0100120197,"49512",0,,
OCE1598106,437,OCESN049508R0100120193,"49508",0,,
OCE1598106,1839,OCESN049510R0100120195,"49510",0,,
OCE1598106,1839,OCESN049506R0100120191,"49506",0,,
OCE156689,513,OCESN049639R0200220286,"49639",1,,
OCE156689,513,OCESN049563R0200220231,"49563",1,,
OCE156689,513,OCESN049561R0200220229,"49561",1,,
OCE156689,513,OCESN049565R0200220233,"49565",1,,
OCE156689,513,OCESN049635R0200220284,"49635",1,,
OCE156689,1731,OCESN049637R0200220285,"49637",1,,
OCE156689,513,OCESN049634R0200220283,"49634",0,,
OCE156689,513,OCESN049566R0200220234,"49566",0,,
OCE156689,513,OCESN049562R0200220230,"49562",0,,
OCE156689,513,OCESN049564R0200220232,"49564",0,,
OCE164703,513,OCESN049603R0200220256,"49603",1,,
OCE164703,439,OCESN049601R0200220254,"49601",1,,
OCE164703,513,OCESN049605R0200220258,"49605",1,,
OCE164703,513,OCESN049604R0200220257,"49604",0,,
OCE164703,439,OCESN049600R0200220253,"49600",0,,
OCE164703,513,OCESN049602R0300320255,"49602",0,,
OCE156693,513,OCESN049629R0200220278,"49629",1,,
OCE156693,468,OCESN049627R0200220276,"49627",1,,
OCE156693,1470,OCESN049633R0200220282,"49633",1,,
OCE156693,468,OCESN049631R0200220280,"49631",1,,
OCE156693,1470,OCESN049621R0200220270,"49621",1,,
OCE156693,513,OCESN049619R0200220268,"49619",1,,
OCE156693,468,OCESN049625R0200220274,"49625",1,,
OCE156693,514,OCESN049623R0200220272,"49623",1,,
OCE156693,514,OCESN049617R0200220266,"49617",1,,
OCE156693,1470,OCESN049611R0200220260,"49611",1,,
OCE156693,468,OCESN049613R0200220262,"49613",1,,
OCE156693,467,OCESN049615R0200220264,"49615",1,,
OCE156693,513,OCESN049610R0200220259,"49610",0,,
OCE156693,467,OCESN049628R0200220277,"49628",0,,
OCE156693,514,OCESN049614R0200220263,"49614",0,,
OCE156693,514,OCESN049622R0200220271,"49622",0,,
OCE156693,513,OCESN049612R0200220261,"49612",0,,
OCE156693,513,OCESN049618R0200220267,"49618",0,,
OCE156693,468,OCESN049632R0200220281,"49632",0,,
OCE156693,1470,OCESN049626R0200220275,"49626",0,,
OCE156693,1470,OCESN049630R0200220279,"49630",0,,
OCE156693,514,OCESN049616R0200220265,"49616",0,,
OCE156693,468,OCESN049624R0200220273,"49624",0,,
OCE156693,1470,OCESN049620R0200220269,"49620",0,,
OCE1634112,1623,OCESN049679R0300320308,"49679",1,,
OCE1634112,513,OCESN049685R0200220313,"49685",1,,
OCE1634112,1919,OCESN049683R0200220311,"49683",1,,
OCE1634112,1731,OCESN049687R0300320314,"49687",1,,
OCE1634112,891,OCESN049677R0300320306,"49677",1,,
OCE1634112,1971,OCESN049675R0200220305,"49675",1,,
OCE1634112,513,OCESN049680R0200220309,"49680",0,,
OCE1634112,513,OCESN049684R0200220312,"49684",0,,
OCE1634112,2015,OCESN049690R0400420316,"49690",0,,
OCE1634112,1974,OCESN049688R0200220315,"49688",0,,
OCE1634112,1731,OCESN049678R0300320307,"49678",0,,
OCE1634112,513,OCESN049682R0200220310,"49682",0,,
OCE168688,514,OCESN049697R0300320323,"49697",1,,
OCE168688,514,OCESN049693R0300320319,"49693",1,,
OCE168688,514,OCESN049695R0300320321,"49695",1,,
OCE168688,513,OCESN049691R0200220317,"49691",1,,
OCE168688,514,OCESN049692R0300320318,"49692",0,,
OCE168688,514,OCESN049694R0300320320,"49694",0,,
OCE168688,514,OCESN049696R0300320322,"49696",0,,
OCE156710,513,OCESN049703R0200220327,"49703",1,,
OCE156710,513,OCESN049701R0200220325,"49701",1,,
OCE156710,513,OCESN049799R0200220374,"49799",1,,
OCE156710,513,OCESN049704R0200220328,"49704",0,,
OCE156710,513,OCESN049702R0200220326,"49702",0,,
OCE160703,468,OCESN049709R0200220330,"49709",1,,
OCE160703,806,OCESN049711R0200220332,"49711",1,,
OCE160703,1470,OCESN049721R0200220342,"49721",1,,
OCE160703,514,OCESN049717R0200220338,"49717",1,,
OCE160703,1470,OCESN049723R0200220344,"49723",1,,
OCE160703,1470,OCESN049719R0200220340,"49719",1,,
OCE160703,468,OCESN049725R0200220346,"49725",1,,
OCE160703,1470,OCESN049715R0200220336,"49715",1,,
OCE160703,1287,OCESN049713R0200220334,"49713",1,,
OCE160703,1470,OCESN049708R0200220329,"49708",0,,
OCE160703,806,OCESN049712R0200220333,"49712",0,,
OCE160703,1470,OCESN049724R0200220345,"49724",0,,
OCE160703,468,OCESN049722R0200220343,"49722",0,,
OCE160703,514,OCESN049714R0200220335,"49714",0,,
OCE160703,468,OCESN049710R0200220331,"49710",0,,
OCE160703,514,OCESN049718R0200220339,"49718",0,,
OCE160703,468,OCESN049716R0200220337,"49716",0,,
OCE160703,514,OCESN049726R0200220347,"49726",0,,
OCE160703,1470,OCESN049720R0200220341,"49720",0,,
OCE160691,1306,OCESN049969R0200220454,"49969",1,,
OCE160691,1919,OCESN049847R0300320399,"49847",1,,
OCE160691,513,OCESN049845R0400420397,"49845",1,,
OCE160691,891,OCESN049849R0300320401,"49849",1,,
OCE160691,1731,OCESN049851R0300320403,"49851",1,,
OCE160691,624,OCESN049965R0200220451,"49965",1,,
OCE160691,513,OCESN049751R0500520349,"49751",1,,
OCE160691,1971,OCESN049967R0200220452,"49967",1,,
OCE160691,513,OCESN049750R0200220348,"49750",0,,
OCE160691,513,OCESN049752R0200220350,"49752",0,,
OCE160691,513,OCESN049844R0300320396,"49844",0,,
OCE160691,2373,OCESN049962R0200220450,"49962",0,,
OCE160691,855,OCESN049846R0300320398,"49846",0,,
OCE160691,513,OCESN049850R0500520402,"49850",0,,
OCE160691,513,OCESN049848R0300320400,"49848",0,,
OCE160691,513,OCESN049842R0300320394,"49842",0,,
OCE160691,2121,OCESN049968R0200220453,"49968",0,,
OCE160691,9802,OCESN049970R0200220455,"49970",0,,
OCE629126,513,OCESN049785R0200220367,"49785",1,,
OCE629126,514,OCESN049783R0200220365,"49783",1,,
OCE629126,540,OCESN049781R0200220363,"49781",1,,
OCE629126,514,OCESN049789R0200220371,"49789",1,,
OCE629126,513,OCESN049791R0200220373,"49791",1,,
OCE629126,513,OCESN049787R0200220369,"49787",1,,
OCE629126,513,OCESN049790R0200220372,"49790",0,,
OCE629126,513,OCESN049780R0200220362,"49780",0,,
OCE629126,513,OCESN049786R0200220368,"49786",0,,
OCE629126,514,OCESN049784R0200220366,"49784",0,,
OCE629126,514,OCESN049788R0200220370,"49788",0,,
OCE629126,540,OCESN049782R0200220364,"49782",0,,
OCE156697,504,OCESN049853R0400420405,"49853",1,,
OCE156697,504,OCESN049857R0400420409,"49857",1,,
OCE156697,514,OCESN049861R0400420413,"49861",1,,
OCE156697,504,OCESN049855R0400420407,"49855",1,,
OCE156697,513,OCESN049859R0300320411,"49859",1,,
OCE156697,504,OCESN049856R0500520408,"49856",0,,
OCE156697,514,OCESN049860R0500520412,"49860",0,,
OCE156697,504,OCESN049852R0500520404,"49852",0,,
OCE156697,504,OCESN049854R0500520406,"49854",0,,
OCE156697,513,OCESN049858R0300320410,"49858",0,,
OCE156691,513,OCESN049869R0200220415,"49869",1,,
OCE156691,513,OCESN049864R0200220414,"49864",0,,
OCE629127,540,OCESN049923R0200220438,"49923",1,,
OCE629127,513,OCESN049919R0200220434,"49919",1,,
OCE629127,540,OCESN049931R0200220446,"49931",1,,
OCE629127,540,OCESN049921R0200220436,"49921",1,,
OCE629127,540,OCESN049927R0200220442,"49927",1,,
OCE629127,540,OCESN049913R0200220428,"49913",1,,
OCE629127,513,OCESN049915R0200220430,"49915",1,,
OCE629127,513,OCESN049911R0200220426,"49911",1,,
OCE629127,540,OCESN049917R0200220432,"49917",1,,
OCE629127,513,OCESN049925R0200220440,"49925",1,,
OCE629127,513,OCESN049929R0200220444,"49929",1,,
OCE629127,513,OCESN049933R0200220448,"49933",1,,
OCE629127,540,OCESN049914R0200220429,"49914",0,,
OCE629127,540,OCESN049924R0200220439,"49924",0,,
OCE629127,540,OCESN049918R0200220433,"49918",0,,
OCE629127,540,OCESN049932R0200220447,"49932",0,,
OCE629127,540,OCESN049928R0200220443,"49928",0,,
OCE629127,513,OCESN049926R0200220441,"49926",0,,
OCE629127,513,OCESN049920R0200220435,"49920",0,,
OCE629127,513,OCESN049912R0200220427,"49912",0,,
OCE629127,540,OCESN049922R0200220437,"49922",0,,
OCE629127,513,OCESN049930R0200220445,"49930",0,,
OCE629127,513,OCESN049916R0200220431,"49916",0,,
OCE629127,513,OCESN049934R0200220449,"49934",0,,
OCE817850,806,OCESN052503R0200220707,"52503",1,,
OCE817850,439,OCESN052505R0200220709,"52505",1,,
OCE817850,439,OCESN052507R0200220711,"52507",1,,
OCE817850,7077,OCESN052501R0300320705,"52501",1,,
OCE817850,7075,OCESN052501R0400420704,"52501",1,,
OCE817850,439,OCESN052506R0200220710,"52506",0,,
OCE817850,806,OCESN052500R0200220703,"52500",0,,
OCE817850,806,OCESN052502R0200220706,"52502",0,,
OCE817850,439,OCESN052504R0200220708,"52504",0,,
OCE817851,513,OCESN052521R0200220713,"52521",1,,
OCE817851,452,OCESN052527R0200220719,"52527",1,,
OCE817851,439,OCESN052529R0200220720,"52529",1,,
OCE817851,513,OCESN052525R0200220717,"52525",1,,
OCE817851,513,OCESN052523R0200220715,"52523",1,,
OCE817851,806,OCESN052524R0200220716,"52524",0,,
OCE817851,439,OCESN052526R0200220718,"52526",0,,
