service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
10751,1,1,0,1,0,0,0,20200427,20200507
4780,1,1,1,1,1,0,0,20200220,20200520
629,1,1,1,1,0,0,0,20200427,20200507
1925,0,0,0,0,0,0,1,20200223,20200517
1448,0,0,0,0,0,1,0,20200222,20200516
721,1,1,1,1,1,0,0,20200220,20200520
12155,1,1,1,1,1,0,0,20200220,20200520
10949,1,1,1,1,1,0,0,20200220,20200520
10950,1,1,1,1,1,0,0,20200220,20200520
830,1,1,1,1,1,1,0,20200220,20200520
6218,1,1,1,1,1,0,0,20200302,20200405
8989,0,0,0,0,1,0,0,20200306,20200405
8988,1,1,0,1,0,0,0,20200302,20200519
4980,1,1,0,1,1,0,0,20200302,20200405
451,0,0,1,0,0,0,0,20200304,20200520
2885,0,0,0,0,0,1,0,20200307,20200516
7263,1,1,1,1,0,0,0,20200406,20200510
10934,0,0,1,0,0,1,0,20200304,20200520
1571,1,1,1,1,1,1,0,20200302,20200405
7811,0,0,0,0,1,1,0,20200221,20200516
1364,0,0,0,0,0,0,1,20200223,20200517
10951,0,0,0,0,0,0,1,20200223,20200517
1931,1,1,0,1,1,0,0,20200302,20200405
2788,1,1,1,1,0,0,0,20200406,20200417
7676,1,1,0,1,0,0,0,20200406,20200417
10861,1,1,1,1,0,0,0,20200406,20200419
4244,0,0,0,0,0,1,0,20200222,20200516
8550,0,0,1,0,0,0,0,20200226,20200520
10380,1,1,1,1,0,1,0,20200220,20200519
5378,0,0,0,0,0,1,1,20200309,20200329
1124,1,1,1,1,1,1,0,20200220,20200520
5427,0,0,0,0,0,0,1,20200223,20200517
7677,0,0,0,0,1,0,1,20200221,20200520
7555,0,0,0,0,1,0,1,20200221,20200520
5346,0,0,0,0,1,0,1,20200221,20200520
855,0,0,0,0,0,0,1,20200223,20200517
1566,0,0,0,0,1,0,1,20200221,20200517
10031,0,0,0,0,1,0,0,20200221,20200520
1116,1,0,0,0,0,0,0,20200309,20200412
10010,0,0,0,0,0,0,1,20200221,20200517
8482,0,1,1,1,1,1,1,20200220,20200412
4368,0,0,0,0,1,0,0,20200221,20200503
4527,0,1,1,1,1,0,0,20200220,20200520
1974,0,0,0,0,1,0,1,20200221,20200520
1498,1,1,1,1,1,1,1,20200220,20200308
8931,1,1,1,1,1,1,0,20200309,20200419
1453,1,1,1,1,1,1,0,20200220,20200520
439,0,0,0,0,0,0,1,20200223,20200517
3222,1,1,1,1,1,1,0,20200220,20200520
1930,1,1,1,1,1,0,0,20200309,20200520
10091,0,0,0,0,0,0,1,20200315,20200517
7259,1,1,1,1,1,1,1,20200309,20200520
9997,0,0,0,0,0,1,0,20200314,20200516
573,0,0,0,0,0,0,1,20200223,20200517
3132,1,1,1,1,0,0,0,20200220,20200519
992,1,1,1,1,1,0,0,20200220,20200520
4119,0,1,1,1,1,0,0,20200220,20200520
7073,0,0,0,0,0,0,1,20200308,20200412
2121,0,0,1,0,0,0,0,20200311,20200520
10021,1,1,0,1,0,0,0,20200309,20200419
8028,1,1,1,1,1,0,0,20200309,20200419
521,1,1,1,1,1,0,0,20200220,20200520
2445,1,1,1,1,1,1,0,20200220,20200520
2118,1,1,1,1,0,1,1,20200220,20200519
7670,1,1,1,1,1,1,0,20200323,20200410
7671,1,1,1,1,1,1,0,20200220,20200405
2114,1,1,1,1,0,0,0,20200220,20200520
947,0,0,0,0,1,0,0,20200221,20200520
6497,0,0,0,0,1,0,1,20200309,20200412
8440,1,0,0,0,0,0,0,20200309,20200412
10044,0,1,1,1,1,1,0,20200220,20200520
9121,1,1,1,1,0,1,1,20200220,20200519
2602,0,0,0,0,0,0,1,20200420,20200517
7448,1,1,1,1,1,1,0,20200427,20200520
2182,0,0,1,0,0,0,0,20200506,20200520
2895,1,0,0,0,0,0,0,20200302,20200420
9894,0,1,1,1,1,0,0,20200303,20200424
4059,1,1,0,1,1,0,0,20200220,20200519
12367,0,0,0,0,1,1,1,20200221,20200520
1687,1,1,1,1,0,0,0,20200220,20200519
9762,1,0,0,0,0,0,0,20200224,20200518
10883,0,0,0,0,0,1,1,20200222,20200517
2134,1,1,1,1,1,0,0,20200224,20200520
5544,0,0,0,0,1,1,0,20200221,20200520
9749,1,1,1,1,1,0,0,20200224,20200520
4777,1,1,1,1,0,1,0,20200222,20200308
3989,1,1,1,1,0,0,0,20200420,20200510
2859,1,1,1,1,1,1,0,20200220,20200520
8799,0,0,0,0,0,1,1,20200222,20200517
2852,0,0,0,0,0,0,1,20200223,20200517
1064,1,1,1,1,1,1,0,20200220,20200520
8798,0,0,0,0,0,1,0,20200222,20200516
12042,1,1,1,1,1,0,1,20200220,20200520
12278,0,0,0,0,0,1,0,20200222,20200516
2983,1,1,1,1,1,1,0,20200220,20200520
6419,0,0,0,0,0,1,1,20200222,20200517
5179,0,0,0,0,0,0,1,20200223,20200517
375,1,1,1,1,1,1,1,20200220,20200520
2605,0,0,0,0,0,1,0,20200307,20200516
7338,1,1,0,1,1,0,0,20200302,20200519
937,0,0,0,0,0,0,1,20200308,20200517
10394,0,0,0,0,0,1,0,20200307,20200516
2011,1,1,0,1,0,0,0,20200413,20200510
2179,1,1,1,1,0,0,0,20200413,20200510
11394,0,0,1,0,0,0,0,20200304,20200513
11398,1,1,0,1,0,0,0,20200413,20200510
3307,0,0,1,0,1,1,0,20200221,20200520
8125,0,0,0,0,0,0,1,20200223,20200517
821,1,1,1,1,0,0,0,20200220,20200520
1712,0,0,0,0,1,0,0,20200221,20200515
7201,0,0,0,0,0,0,1,20200315,20200517
3301,0,1,1,1,1,0,0,20200220,20200520
3302,1,0,0,0,0,0,0,20200224,20200518
3263,1,1,1,1,1,0,0,20200220,20200520
5814,0,0,0,0,0,0,1,20200223,20200517
9794,1,1,1,1,0,1,0,20200220,20200519
4056,0,0,0,0,1,0,1,20200221,20200520
7330,0,0,0,0,0,0,1,20200308,20200517
10801,0,0,0,0,0,0,1,20200223,20200517
7154,1,1,1,1,0,0,0,20200220,20200519
9802,1,1,0,1,1,0,0,20200309,20200419
9799,0,0,0,0,0,0,1,20200223,20200503
994,1,1,1,1,1,0,0,20200220,20200520
9878,1,1,1,1,1,0,0,20200220,20200520
1757,0,0,0,0,0,0,1,20200329,20200517
2228,0,0,0,0,0,0,1,20200223,20200322
3342,1,1,1,1,1,1,1,20200323,20200520
3343,1,1,1,1,1,1,1,20200220,20200322
1463,1,1,1,1,0,1,1,20200220,20200519
835,1,1,1,1,1,1,1,20200323,20200520
836,1,1,1,1,1,1,1,20200220,20200322
1979,0,0,0,0,1,0,0,20200228,20200320
1978,0,0,0,0,1,0,0,20200327,20200405
2119,0,0,0,0,0,0,1,20200223,20200517
6102,1,1,1,1,1,1,1,20200220,20200520
10554,1,0,0,0,0,0,0,20200224,20200518
10555,0,1,1,1,1,1,0,20200220,20200520
10564,1,1,1,1,1,1,1,20200323,20200520
10563,1,1,1,1,1,1,1,20200223,20200322
10582,0,1,1,1,1,0,0,20200324,20200426
10556,1,1,1,1,1,1,1,20200220,20200520
7153,1,1,1,1,0,0,0,20200323,20200426
1102,0,0,0,0,0,0,1,20200329,20200517
1425,0,0,0,1,0,0,0,20200406,20200419
2351,1,1,0,1,0,0,0,20200406,20200419
10549,0,0,1,0,0,0,0,20200226,20200520
6337,1,1,1,1,0,0,0,20200406,20200419
10553,1,1,0,1,1,0,0,20200224,20200519
2142,1,1,1,1,1,0,1,20200220,20200520
10535,0,0,0,0,1,0,0,20200221,20200515
3641,0,0,0,0,0,1,0,20200222,20200516
4799,1,0,0,0,0,0,0,20200224,20200518
7953,1,1,1,1,1,0,1,20200309,20200419
10363,1,1,0,0,1,0,0,20200302,20200519
10381,0,0,1,1,1,0,0,20200304,20200520
2295,0,0,0,0,0,0,1,20200405,20200426
10428,0,0,1,0,0,0,0,20200304,20200520
1257,1,1,1,1,1,0,0,20200302,20200520
4107,0,0,1,0,0,0,0,20200413,20200510
10357,1,1,0,1,0,0,0,20200302,20200519
4333,0,1,0,0,1,1,0,20200221,20200519
444,1,1,1,1,1,0,0,20200302,20200405
10289,1,1,1,1,1,0,0,20200220,20200520
2777,1,1,0,1,0,0,0,20200413,20200510
443,1,1,0,1,1,0,0,20200302,20200405
10302,1,1,1,1,0,0,0,20200427,20200510
9647,0,0,0,1,0,0,0,20200413,20200510
4618,0,0,0,0,1,0,0,20200306,20200412
9742,1,1,1,1,0,0,0,20200220,20200412
1943,0,0,0,0,1,1,0,20200221,20200520
9816,1,1,1,1,1,0,0,20200220,20200520
471,0,0,0,1,1,0,0,20200220,20200221
10303,0,0,0,0,0,1,0,20200229,20200516
1662,0,0,1,0,0,0,0,20200304,20200520
6688,1,1,1,1,1,0,0,20200224,20200520
10317,1,1,0,1,1,0,0,20200220,20200519
8703,0,0,1,0,0,0,0,20200304,20200520
639,1,1,0,1,1,0,0,20200302,20200519
10304,0,0,0,0,0,1,0,20200222,20200516
4282,1,1,1,1,0,0,0,20200427,20200510
11019,1,1,1,1,0,0,0,20200406,20200419
7380,0,0,0,0,0,0,1,20200301,20200517
3122,0,1,1,1,1,0,0,20200220,20200520
10410,1,1,1,1,0,0,0,20200220,20200520
3991,0,1,1,1,0,0,0,20200427,20200510
10411,0,0,0,0,1,0,0,20200221,20200515
10374,1,1,0,1,1,0,0,20200429,20200520
10375,1,1,1,1,1,0,0,20200220,20200428
3701,0,0,0,0,0,1,0,20200222,20200516
2862,0,0,0,0,1,0,0,20200427,20200508
7674,0,0,1,0,0,0,0,20200424,20200513
8792,1,1,1,1,1,0,0,20200220,20200520
1725,1,0,0,0,0,0,0,20200302,20200518
941,0,0,0,0,0,1,0,20200222,20200516
1356,0,0,0,0,1,0,0,20200221,20200515
3952,1,1,1,1,0,0,1,20200220,20200519
612,0,0,0,0,0,1,1,20200222,20200329
11094,0,1,1,1,0,0,0,20200220,20200520
12157,1,1,1,1,0,1,1,20200220,20200519
11098,0,1,1,1,0,0,0,20200220,20200519
11097,1,1,1,1,0,0,1,20200220,20200520
12300,0,0,0,0,0,1,0,20200222,20200516
1407,0,0,1,0,0,1,0,20200222,20200520
1337,0,0,0,0,0,0,1,20200223,20200322
1307,0,0,0,0,0,0,1,20200301,20200315
5940,0,0,0,0,0,1,0,20200222,20200328
1335,1,1,1,0,0,0,0,20200224,20200401
1380,1,1,1,1,1,0,0,20200511,20200515
1305,0,0,0,0,0,0,1,20200223,20200329
1324,0,0,0,0,0,0,1,20200301,20200315
7143,1,1,1,1,1,0,0,20200511,20200515
1381,0,0,0,0,0,1,0,20200328,20200404
1336,0,0,0,0,0,1,0,20200222,20200321
6980,0,1,1,1,1,0,0,20200317,20200417
1869,1,1,1,1,1,0,0,20200302,20200403
3683,1,1,1,1,1,0,0,20200316,20200417
3840,1,1,1,1,0,0,0,20200316,20200416
3924,1,1,1,1,1,0,0,20200316,20200520
5929,0,0,0,0,0,0,1,20200223,20200315
1261,0,1,1,1,1,0,0,20200331,20200520
1225,0,1,1,1,1,0,0,20200317,20200520
7651,1,1,1,1,1,0,0,20200316,20200520
3817,1,1,1,1,1,0,0,20200330,20200426
5374,1,1,1,1,1,0,0,20200220,20200520
10616,1,1,1,1,1,0,0,20200323,20200520
3750,1,1,1,1,1,0,0,20200302,20200520
1693,0,0,0,0,0,0,1,20200412,20200517
10681,0,0,0,0,0,1,1,20200321,20200329
1724,0,0,0,0,0,1,1,20200404,20200426
10663,0,0,0,0,0,1,1,20200406,20200426
10807,0,0,0,0,0,1,1,20200406,20200426
10674,0,0,0,0,1,1,1,20200427,20200510
10737,0,0,0,0,0,1,1,20200308,20200517
3816,1,1,1,1,1,0,0,20200220,20200228
6945,1,1,1,1,1,0,0,20200323,20200426
10714,0,0,0,0,1,0,0,20200306,20200520
10708,0,0,0,0,0,1,1,20200321,20200517
10710,0,0,0,0,1,0,0,20200330,20200426
10709,0,0,0,0,1,0,0,20200222,20200327
3231,1,1,1,1,1,1,1,20200321,20200520
3228,1,1,1,1,1,1,1,20200221,20200301
3229,1,1,1,1,1,1,1,20200302,20200320
3137,0,0,0,0,0,1,1,20200307,20200315
3136,0,0,0,0,0,1,1,20200321,20200517
10720,0,0,0,0,0,0,1,20200301,20200517
8969,0,0,0,0,0,1,0,20200307,20200516
10672,0,0,0,0,0,1,0,20200321,20200404
10671,0,0,0,0,0,1,0,20200406,20200426
12179,1,1,1,1,1,0,0,20200330,20200426
10686,0,0,0,0,0,0,1,20200223,20200517
10637,0,0,0,0,1,1,0,20200427,20200516
10665,1,1,1,1,1,0,0,20200302,20200520
627,0,0,0,0,0,1,1,20200411,20200412
9165,0,0,0,0,1,1,1,20200427,20200510
10651,0,0,0,0,0,1,1,20200222,20200517
10670,0,0,0,0,0,1,1,20200406,20200426
8724,1,1,1,1,1,0,0,20200330,20200426
6444,0,0,0,0,0,0,1,20200308,20200517
10664,0,0,0,0,0,1,1,20200307,20200329
3629,0,0,0,0,0,1,0,20200321,20200516
10713,1,1,1,1,1,0,0,20200330,20200426
5055,0,0,0,0,0,0,1,20200308,20200517
10715,0,0,0,0,0,1,0,20200229,20200516
12295,0,0,0,0,0,0,1,20200301,20200517
10645,1,1,1,1,1,0,0,20200330,20200426
10642,0,0,0,0,1,1,1,20200427,20200510
2764,1,1,1,1,1,0,0,20200330,20200426
10654,1,1,1,1,1,0,0,20200323,20200520
2765,0,0,0,0,1,1,1,20200427,20200510
522,1,1,1,1,0,1,1,20200220,20200519
10726,0,0,0,0,0,1,1,20200222,20200517
12370,1,1,1,1,1,1,0,20200220,20200520
8464,0,0,0,0,1,0,1,20200221,20200520
8463,1,1,1,1,0,1,0,20200220,20200519
2246,0,0,0,0,0,1,0,20200222,20200418
10716,0,0,1,0,0,0,0,20200226,20200513
7132,1,1,1,1,0,0,0,20200427,20200510
10725,0,0,0,0,0,0,1,20200406,20200517
4663,0,0,0,0,0,0,1,20200308,20200405
10727,0,0,0,0,1,1,0,20200420,20200509
2043,0,0,0,0,1,0,0,20200306,20200327
5120,0,0,0,0,1,0,0,20200403,20200520
10699,1,1,1,1,0,0,0,20200330,20200426
10724,0,0,0,0,0,1,0,20200307,20200516
10717,0,0,0,0,1,0,0,20200306,20200313
8006,0,0,0,0,0,1,1,20200229,20200329
4287,0,0,0,1,0,0,0,20200305,20200402
4288,0,0,0,1,0,0,0,20200220,20200227
4289,0,0,0,0,1,0,0,20200306,20200327
5245,0,0,0,0,0,1,0,20200229,20200328
5119,0,0,0,0,0,1,0,20200404,20200426
4088,0,0,0,0,0,0,1,20200405,20200517
10286,0,0,0,1,0,0,0,20200409,20200426
1942,0,0,0,0,0,1,1,20200222,20200223
2635,0,0,0,0,0,0,1,20200301,20200329
10719,1,0,0,0,0,0,0,20200302,20200330
3410,1,0,0,0,0,0,0,20200406,20200518
7453,0,0,0,0,0,0,1,20200405,20200517
10657,0,0,0,0,0,0,1,20200412,20200413
12106,0,0,0,0,0,1,0,20200321,20200516
10658,0,0,0,0,0,1,1,20200411,20200426
10692,1,1,1,1,1,1,1,20200220,20200520
10729,0,0,0,0,0,0,1,20200308,20200517
5954,1,1,1,1,1,0,0,20200302,20200520
10702,0,0,0,0,0,0,1,20200223,20200517
10246,0,0,0,0,0,0,1,20200308,20200517
10677,1,1,1,1,1,1,0,20200220,20200520
12449,0,0,0,0,0,0,1,20200223,20200517
12450,0,0,0,0,0,1,0,20200307,20200509
3411,1,1,1,1,1,0,0,20200220,20200520
10639,1,1,1,1,1,1,0,20200302,20200405
2931,1,1,1,1,1,0,0,20200406,20200426
11433,0,0,0,0,0,1,0,20200307,20200509
10660,0,0,0,0,0,1,1,20200307,20200517
10662,0,0,0,0,0,1,0,20200222,20200509
2071,1,1,1,1,1,0,0,20200330,20200426
839,0,0,0,0,0,1,0,20200222,20200314
10635,0,0,0,0,0,1,1,20200321,20200426
10634,0,0,0,0,0,1,1,20200222,20200315
9057,0,0,0,0,0,1,0,20200321,20200509
790,1,1,1,1,1,0,0,20200323,20200520
10680,1,1,1,1,1,0,0,20200220,20200228
10617,0,0,0,0,0,0,1,20200322,20200517
10652,0,0,0,0,0,1,1,20200321,20200426
8192,0,0,0,0,0,1,0,20200307,20200314
8193,0,0,0,0,0,1,0,20200321,20200509
10700,1,1,1,1,1,0,0,20200220,20200228
1709,0,0,0,0,1,1,1,20200427,20200510
2248,0,0,0,0,0,1,0,20200411,20200516
7187,0,0,0,0,0,1,0,20200307,20200404
6290,0,0,0,0,0,1,0,20200411,20200516
10322,1,1,1,1,1,0,0,20200330,20200426
3295,0,0,0,0,1,0,0,20200403,20200426
3296,1,1,1,1,0,0,0,20200330,20200520
1479,0,0,0,0,0,1,0,20200222,20200229
10641,0,0,0,0,1,1,1,20200427,20200510
10705,0,0,0,0,1,0,0,20200403,20200426
10706,1,1,1,1,0,0,0,20200330,20200426
6480,1,1,1,1,1,0,0,20200302,20200312
12557,1,1,1,1,1,0,0,20200413,20200520
10683,1,1,1,1,1,0,0,20200220,20200228
1549,1,1,0,1,1,0,0,20200302,20200306
1554,1,1,0,1,1,0,0,20200309,20200313
1551,1,1,0,1,1,0,0,20200316,20200327
1550,1,1,0,1,1,0,0,20200413,20200503
1555,1,1,0,1,1,0,0,20200220,20200228
3059,0,0,1,0,0,0,0,20200318,20200325
10711,0,0,1,0,0,0,0,20200401,20200520
6827,1,1,1,1,1,0,0,20200330,20200426
460,0,0,0,0,0,1,1,20200222,20200301
3720,0,1,1,1,1,0,0,20200220,20200228
3715,0,1,1,1,1,0,0,20200303,20200306
3721,0,1,1,1,1,0,0,20200331,20200426
3718,0,1,1,1,1,0,0,20200310,20200327
10684,1,1,1,1,1,0,0,20200330,20200520
10738,0,0,0,0,1,0,1,20200427,20200510
1714,1,1,0,1,0,0,0,20200220,20200519
11964,0,0,1,0,0,0,0,20200304,20200520
430,1,1,1,1,1,0,0,20200220,20200520
3719,1,0,0,0,0,0,0,20200309,20200323
3716,1,0,0,0,0,0,0,20200330,20200518
3713,0,0,0,0,1,0,0,20200221,20200515
722,0,0,0,0,0,0,1,20200223,20200517
7325,0,0,1,0,0,0,0,20200220,20200412
1338,1,1,1,1,1,1,0,20200220,20200520
11473,0,0,1,0,0,1,0,20200220,20200412
875,0,0,0,0,0,0,1,20200223,20200517
3170,0,0,0,0,0,1,0,20200307,20200516
1621,0,1,1,1,0,0,0,20200225,20200227
6202,0,0,0,0,0,1,0,20200307,20200516
8031,1,1,1,1,1,0,0,20200316,20200417
8032,1,1,1,1,1,0,0,20200511,20200519
1747,1,1,1,1,1,0,0,20200220,20200520
3948,1,0,0,0,0,0,0,20200224,20200518
4342,0,0,0,0,0,1,0,20200222,20200520
4341,1,1,1,1,1,0,0,20200220,20200417
2721,1,1,1,1,1,0,1,20200220,20200520
3364,1,0,0,0,0,0,0,20200224,20200518
3351,1,1,1,1,1,0,0,20200220,20200520
8896,0,0,0,0,0,1,0,20200222,20200516
4143,0,0,0,0,1,0,1,20200221,20200520
10296,0,0,0,0,1,0,0,20200221,20200520
1654,1,1,1,1,0,0,0,20200220,20200519
8290,1,1,1,1,0,0,0,20200220,20200519
8990,1,1,1,1,1,1,1,20200220,20200520
6114,1,1,1,1,1,1,1,20200220,20200520
9118,1,1,1,1,1,1,1,20200220,20200520
9078,0,0,0,0,0,1,1,20200222,20200517
9611,0,0,0,0,1,0,1,20200221,20200517
8231,1,1,1,1,0,1,0,20200220,20200519
6984,0,0,0,0,1,0,1,20200221,20200520
4421,1,0,0,0,0,0,0,20200224,20200518
4422,0,1,1,1,1,0,0,20200220,20200520
5211,1,1,1,1,0,1,0,20200220,20200519
8879,0,0,0,0,1,0,1,20200221,20200520
8937,1,1,1,1,1,1,1,20200222,20200520
6694,1,1,1,1,1,1,1,20200220,20200520
8936,1,1,1,1,1,0,0,20200220,20200228
7908,1,1,1,1,1,1,0,20200220,20200520
972,0,0,0,0,1,0,0,20200221,20200520
3245,1,1,1,1,1,1,0,20200222,20200308
5259,0,0,0,0,0,0,1,20200413,20200503
1921,1,1,1,1,1,1,1,20200222,20200308
1926,1,1,1,1,1,1,0,20200222,20200308
1207,1,1,1,1,0,0,0,20200220,20200520
3196,0,0,0,0,1,0,0,20200221,20200515
1924,0,0,0,0,1,0,0,20200221,20200520
959,0,0,0,0,0,0,1,20200223,20200517
967,0,0,0,0,1,0,0,20200221,20200424
10964,1,1,1,1,0,1,0,20200406,20200510
4406,1,1,1,1,1,0,0,20200330,20200520
2020,1,0,0,0,0,0,0,20200224,20200518
2999,1,1,1,1,0,0,1,20200220,20200520
1839,0,0,0,0,0,1,0,20200314,20200516
468,0,0,0,0,0,1,1,20200309,20200419
2015,1,1,1,1,1,1,1,20200220,20200405
1287,1,1,1,1,1,1,1,20200220,20200520
7075,1,1,1,1,1,1,0,20200302,20200412
1045,1,1,1,1,1,0,0,20200220,20200520
11364,0,0,0,0,1,0,0,20200221,20200520
12530,0,0,0,0,1,0,0,20200221,20200520
2366,0,0,0,0,1,1,0,20200221,20200516
2786,1,1,1,1,0,1,0,20200220,20200519
11370,1,1,0,1,0,0,0,20200413,20200510
5983,1,1,1,1,0,0,0,20200413,20200510
10154,1,1,0,1,0,0,0,20200413,20200510
2488,0,0,0,1,0,0,0,20200413,20200510
11371,1,1,1,1,0,0,0,20200302,20200520
8133,1,0,0,0,0,0,0,20200224,20200518
11382,0,0,1,0,0,0,0,20200220,20200412
9523,1,1,0,1,1,0,0,20200220,20200412
2274,0,0,0,0,0,1,0,20200220,20200412
11339,0,0,1,0,0,0,0,20200220,20200412
11340,1,1,0,1,1,1,0,20200302,20200412
11335,1,1,1,1,0,0,0,20200413,20200510
1663,0,0,0,0,0,0,1,20200308,20200405
9605,0,0,0,0,0,0,1,20200406,20200426
11368,1,1,1,1,1,1,1,20200220,20200520
1568,1,1,1,1,1,0,1,20200220,20200520
11366,0,0,1,0,0,1,0,20200413,20200520
10580,1,0,0,0,0,0,0,20200302,20200518
1432,1,1,1,1,1,1,0,20200302,20200412
3604,1,0,0,0,0,0,0,20200224,20200518
1081,0,0,0,0,0,0,1,20200223,20200517
10336,0,0,0,0,1,0,0,20200427,20200508
10331,0,0,1,0,0,0,0,20200427,20200513
3352,1,1,1,1,1,0,0,20200220,20200520
10314,0,1,0,0,0,0,0,20200413,20200503
10348,0,0,0,0,1,0,0,20200501,20200508
10313,1,1,1,1,1,0,0,20200302,20200520
10315,1,1,1,1,1,0,1,20200220,20200520
10584,0,0,0,0,0,1,0,20200314,20200516
6943,0,0,0,0,0,1,1,20200222,20200308
10323,0,0,0,0,0,1,1,20200222,20200308
10341,0,0,0,0,0,1,1,20200314,20200517
10343,1,1,1,1,1,1,0,20200220,20200520
12050,1,1,1,1,1,1,1,20200220,20200520
10339,0,0,0,0,0,1,1,20200222,20200517
1414,0,0,0,0,0,0,1,20200223,20200517
10319,1,0,1,0,1,0,0,20200221,20200520
10316,0,1,0,1,0,0,0,20200220,20200519
10747,0,0,0,0,0,1,1,20200222,20200508
7914,0,0,0,0,1,0,1,20200501,20200517
7915,0,0,0,0,0,0,1,20200223,20200426
10859,0,0,0,0,0,0,1,20200223,20200508
10741,0,0,0,0,1,0,0,20200221,20200515
10782,1,1,1,1,0,0,0,20200406,20200419
10742,1,1,1,1,0,0,0,20200220,20200520
1556,0,0,0,0,0,1,1,20200502,20200517
8688,0,0,0,0,0,0,1,20200503,20200517
9747,0,0,0,0,1,0,0,20200221,20200515
10845,0,0,0,0,0,1,0,20200222,20200508
888,1,1,1,1,1,1,1,20200220,20200426
1143,0,0,0,0,0,0,1,20200501,20200517
1061,0,0,0,0,0,1,1,20200222,20200517
793,1,1,1,1,1,0,0,20200220,20200520
2959,0,0,0,0,0,1,1,20200222,20200426
6889,1,1,1,1,1,1,1,20200220,20200520
1165,0,1,1,1,1,1,0,20200407,20200520
1167,0,1,1,1,1,1,0,20200220,20200404
2745,1,1,1,1,1,1,0,20200220,20200520
11889,1,1,1,1,1,0,0,20200220,20200520
6835,0,0,0,0,0,1,0,20200411,20200517
1427,1,0,0,0,0,0,0,20200406,20200518
1426,1,0,0,0,0,0,0,20200224,20200330
12076,1,0,0,0,0,0,0,20200224,20200518
1180,0,0,0,0,0,1,1,20200411,20200516
1044,0,0,1,1,0,0,0,20200401,20200402
11504,0,1,1,1,1,0,0,20200407,20200520
1076,0,0,0,0,0,1,1,20200222,20200517
1190,1,1,1,1,1,1,1,20200220,20200520
2419,0,0,0,0,0,0,1,20200223,20200405
1046,1,1,1,1,1,1,1,20200220,20200405
1428,0,1,1,1,1,1,1,20200220,20200405
2423,0,0,0,0,0,0,1,20200412,20200510
2422,1,0,0,0,0,0,0,20200406,20200518
1119,1,1,1,1,1,1,1,20200220,20200520
8210,0,1,1,1,1,1,0,20200220,20200520
4677,0,1,1,1,1,0,0,20200220,20200520
10856,1,1,1,1,1,1,1,20200406,20200510
1430,1,1,1,1,1,1,1,20200406,20200520
1208,0,0,0,0,1,1,1,20200221,20200517
4331,0,0,0,0,1,0,0,20200410,20200515
1140,1,1,1,1,1,1,1,20200406,20200520
1097,1,1,1,1,1,0,0,20200406,20200520
9489,1,1,1,1,0,0,0,20200406,20200520
11503,1,0,0,0,0,0,0,20200406,20200518
1168,1,0,0,0,0,0,1,20200406,20200518
6848,0,0,0,0,0,1,0,20200222,20200509
2657,1,1,1,1,1,1,1,20200220,20200315
9490,1,1,1,1,1,1,1,20200220,20200405
2746,0,0,0,0,0,0,1,20200223,20200510
1166,1,0,0,0,0,0,1,20200223,20200405
4332,1,1,1,1,1,1,1,20200220,20200405
2421,0,1,1,1,1,0,0,20200220,20200403
1429,0,1,1,1,1,1,1,20200407,20200520
172,0,0,0,0,1,0,0,20200320,20200403
6834,0,0,0,0,1,0,0,20200313,20200516
3334,1,1,1,1,1,1,1,20200220,20200520
6836,0,0,0,0,0,0,1,20200221,20200405
2418,0,1,1,1,1,0,0,20200407,20200520
2420,0,0,0,0,0,1,0,20200222,20200516
1115,1,1,1,1,1,1,1,20200220,20200520
1354,0,0,0,0,0,1,1,20200411,20200517
1130,0,0,0,0,0,1,1,20200411,20200517
3576,1,1,1,1,1,0,0,20200220,20200520
10248,0,0,0,0,0,1,0,20200314,20200404
9580,1,1,1,1,1,0,0,20200316,20200403
1369,0,0,0,0,1,1,0,20200320,20200516
6117,0,0,0,0,0,1,0,20200222,20200517
12504,1,1,1,1,1,0,1,20200220,20200520
3154,0,0,0,0,0,0,1,20200223,20200510
1201,1,1,1,1,1,1,1,20200220,20200520
7329,1,1,1,1,1,0,1,20200220,20200520
10247,1,1,1,1,1,0,1,20200220,20200405
8232,1,1,1,1,1,0,0,20200220,20200403
3152,0,1,1,1,1,0,0,20200220,20200520
1370,0,0,0,0,0,0,1,20200406,20200517
9581,1,1,1,1,1,0,1,20200220,20200520
6331,1,1,1,1,0,1,0,20200406,20200510
10743,1,1,1,1,0,0,0,20200406,20200510
10432,0,0,0,0,0,0,1,20200223,20200517
12493,0,0,0,0,0,0,1,20200223,20200517
1987,1,1,1,1,1,0,0,20200224,20200520
10860,1,1,1,1,1,0,1,20200223,20200520
10141,1,1,1,1,1,0,1,20200220,20200520
12494,0,0,0,0,1,0,0,20200427,20200508
8718,1,1,1,1,0,0,0,20200406,20200510
10784,1,1,1,1,1,0,1,20200223,20200520
10855,1,1,1,1,1,1,1,20200222,20200520
2755,0,0,0,0,0,1,1,20200222,20200517
813,0,0,0,0,0,1,1,20200222,20200517
10768,0,0,0,0,0,1,1,20200222,20200517
866,1,1,1,1,1,0,0,20200420,20200430
448,1,1,1,1,1,0,0,20200220,20200520
623,0,0,0,0,0,1,0,20200222,20200516
1585,1,1,1,1,1,1,0,20200220,20200520
528,0,0,0,0,0,1,0,20200222,20200516
527,1,1,1,1,1,0,0,20200220,20200520
477,1,1,1,1,1,0,0,20200316,20200430
